state_code,date,common_date_id
PA,2021-03,2021-03PA
PA,2021-04,2021-04PA
PA,2021-05,2021-05PA
PA,2021-06,2021-06PA
PA,2021-07,2021-07PA
PA,2021-08,2021-08PA
PA,2021-09,2021-09PA
PA,2021-10,2021-10PA
PA,2021-11,2021-11PA
PA,2021-12,2021-12PA
PA,2022-01,2022-01PA
PA,2022-02,2022-02PA
PA,2022-03,2022-03PA
PA,2022-04,2022-04PA
PA,2022-05,2022-05PA
PA,2022-06,2022-06PA
PA,2022-07,2022-07PA
PA,2022-08,2022-08PA
PA,2022-09,2022-09PA
PA,2022-10,2022-10PA
PA,2022-11,2022-11PA
PA,2022-12,2022-12PA
PA,2023-01,2023-01PA
PA,2023-02,2023-02PA
PA,2023-03,2023-03PA
PA,2023-04,2023-04PA
PA,2023-05,2023-05PA
PA,2023-06,2023-06PA
RI,2018-12,2018-12RI
RI,2019-01,2019-01RI
RI,2019-02,2019-02RI
RI,2019-03,2019-03RI
RI,2019-04,2019-04RI
RI,2019-05,2019-05RI
RI,2019-06,2019-06RI
RI,2019-07,2019-07RI
RI,2019-08,2019-08RI
RI,2019-09,2019-09RI
RI,2019-10,2019-10RI
RI,2019-11,2019-11RI
RI,2019-12,2019-12RI
RI,2020-01,2020-01RI
RI,2020-02,2020-02RI
RI,2020-03,2020-03RI
RI,2020-04,2020-04RI
RI,2020-05,2020-05RI
RI,2020-06,2020-06RI
RI,2020-07,2020-07RI
RI,2020-08,2020-08RI
RI,2020-09,2020-09RI
RI,2020-10,2020-10RI
RI,2020-11,2020-11RI
RI,2020-12,2020-12RI
RI,2021-01,2021-01RI
RI,2021-02,2021-02RI
RI,2021-03,2021-03RI
RI,2021-04,2021-04RI
RI,2021-05,2021-05RI
RI,2021-06,2021-06RI
RI,2021-07,2021-07RI
RI,2021-08,2021-08RI
RI,2021-09,2021-09RI
RI,2021-10,2021-10RI
RI,2021-11,2021-11RI
RI,2021-12,2021-12RI
RI,2022-01,2022-01RI
RI,2022-02,2022-02RI
RI,2022-03,2022-03RI
RI,2022-04,2022-04RI
RI,2022-05,2022-05RI
RI,2022-06,2022-06RI
RI,2022-07,2022-07RI
RI,2022-08,2022-08RI
RI,2022-09,2022-09RI
RI,2022-10,2022-10RI
RI,2022-11,2022-11RI
RI,2022-12,2022-12RI
RI,2023-01,2023-01RI
RI,2023-02,2023-02RI
RI,2023-03,2023-03RI
RI,2023-04,2023-04RI
RI,2023-05,2023-05RI
RI,2023-06,2023-06RI
SC,2018-12,2018-12SC
SC,2019-01,2019-01SC
SC,2019-02,2019-02SC
SC,2019-03,2019-03SC
SC,2019-04,2019-04SC
SC,2019-05,2019-05SC
SC,2019-06,2019-06SC
SC,2019-07,2019-07SC
SC,2019-08,2019-08SC
SC,2019-09,2019-09SC
SC,2019-10,2019-10SC
SC,2019-11,2019-11SC
SC,2019-12,2019-12SC
SC,2020-01,2020-01SC
SC,2020-02,2020-02SC
SC,2020-03,2020-03SC
SC,2020-04,2020-04SC
SC,2020-05,2020-05SC
SC,2020-06,2020-06SC
SC,2020-07,2020-07SC
SC,2020-08,2020-08SC
SC,2020-09,2020-09SC
SC,2020-10,2020-10SC
SC,2020-11,2020-11SC
SC,2020-12,2020-12SC
SC,2021-01,2021-01SC
SC,2021-02,2021-02SC
SC,2021-03,2021-03SC
SC,2021-04,2021-04SC
SC,2021-05,2021-05SC
SC,2021-06,2021-06SC
SC,2021-07,2021-07SC
SC,2021-08,2021-08SC
SC,2021-09,2021-09SC
SC,2021-10,2021-10SC
SC,2021-11,2021-11SC
SC,2021-12,2021-12SC
SC,2022-01,2022-01SC
SC,2022-02,2022-02SC
SC,2022-03,2022-03SC
SC,2022-04,2022-04SC
SC,2022-05,2022-05SC
SC,2022-06,2022-06SC
SC,2022-07,2022-07SC
SC,2022-08,2022-08SC
SC,2022-09,2022-09SC
SC,2022-10,2022-10SC
SC,2022-11,2022-11SC
SC,2022-12,2022-12SC
SC,2023-01,2023-01SC
SC,2023-02,2023-02SC
SC,2023-03,2023-03SC
SC,2023-04,2023-04SC
SC,2023-05,2023-05SC
SC,2023-06,2023-06SC
SD,2018-12,2018-12SD
SD,2019-01,2019-01SD
SD,2019-02,2019-02SD
SD,2019-03,2019-03SD
SD,2019-04,2019-04SD
SD,2019-05,2019-05SD
SD,2019-06,2019-06SD
SD,2019-07,2019-07SD
SD,2019-08,2019-08SD
SD,2019-09,2019-09SD
SD,2019-10,2019-10SD
SD,2019-11,2019-11SD
SD,2019-12,2019-12SD
SD,2020-01,2020-01SD
SD,2020-02,2020-02SD
SD,2020-03,2020-03SD
SD,2020-04,2020-04SD
SD,2020-05,2020-05SD
SD,2020-06,2020-06SD
SD,2020-07,2020-07SD
SD,2020-08,2020-08SD
SD,2020-09,2020-09SD
SD,2020-10,2020-10SD
SD,2020-11,2020-11SD
SD,2020-12,2020-12SD
SD,2021-01,2021-01SD
SD,2021-02,2021-02SD
SD,2021-03,2021-03SD
SD,2021-04,2021-04SD
SD,2021-05,2021-05SD
SD,2021-06,2021-06SD
SD,2021-07,2021-07SD
SD,2021-08,2021-08SD
SD,2021-09,2021-09SD
SD,2021-10,2021-10SD
SD,2021-11,2021-11SD
SD,2021-12,2021-12SD
SD,2022-01,2022-01SD
SD,2022-02,2022-02SD
SD,2022-03,2022-03SD
SD,2022-04,2022-04SD
SD,2022-05,2022-05SD
SD,2022-06,2022-06SD
SD,2022-07,2022-07SD
SD,2022-08,2022-08SD
SD,2022-09,2022-09SD
SD,2022-10,2022-10SD
SD,2022-11,2022-11SD
SD,2022-12,2022-12SD
SD,2023-01,2023-01SD
SD,2023-02,2023-02SD
SD,2023-03,2023-03SD
SD,2023-04,2023-04SD
SD,2023-05,2023-05SD
SD,2023-06,2023-06SD
TN,2018-12,2018-12TN
TN,2019-01,2019-01TN
TN,2019-02,2019-02TN
TN,2019-03,2019-03TN
TN,2019-04,2019-04TN
TN,2019-05,2019-05TN
TN,2019-06,2019-06TN
TN,2019-07,2019-07TN
TN,2019-08,2019-08TN
TN,2019-09,2019-09TN
TN,2019-10,2019-10TN
TN,2019-11,2019-11TN
TN,2019-12,2019-12TN
TN,2020-01,2020-01TN
TN,2020-02,2020-02TN
TN,2020-03,2020-03TN
TN,2020-04,2020-04TN
TN,2020-05,2020-05TN
TN,2020-06,2020-06TN
TN,2020-07,2020-07TN
TN,2020-08,2020-08TN
TN,2020-09,2020-09TN
TN,2020-10,2020-10TN
TN,2020-11,2020-11TN
TN,2020-12,2020-12TN
TN,2021-01,2021-01TN
TN,2021-02,2021-02TN
TN,2021-03,2021-03TN
TN,2021-04,2021-04TN
TN,2021-05,2021-05TN
TN,2021-06,2021-06TN
TN,2021-07,2021-07TN
TN,2021-08,2021-08TN
TN,2021-09,2021-09TN
TN,2021-10,2021-10TN
TN,2021-11,2021-11TN
TN,2021-12,2021-12TN
TN,2022-01,2022-01TN
TN,2022-02,2022-02TN
TN,2022-03,2022-03TN
TN,2022-04,2022-04TN
TN,2022-05,2022-05TN
TN,2022-06,2022-06TN
TN,2022-07,2022-07TN
TN,2022-08,2022-08TN
TN,2022-09,2022-09TN
TN,2022-10,2022-10TN
TN,2022-11,2022-11TN
TN,2022-12,2022-12TN
TN,2023-01,2023-01TN
TN,2023-02,2023-02TN
TN,2023-03,2023-03TN
TN,2023-04,2023-04TN
TN,2023-05,2023-05TN
TN,2023-06,2023-06TN
TX,2018-12,2018-12TX
TX,2019-01,2019-01TX
TX,2019-02,2019-02TX
TX,2019-03,2019-03TX
TX,2019-04,2019-04TX
TX,2019-05,2019-05TX
TX,2019-06,2019-06TX
TX,2019-07,2019-07TX
TX,2019-08,2019-08TX
TX,2019-09,2019-09TX
TX,2019-10,2019-10TX
TX,2019-11,2019-11TX
TX,2019-12,2019-12TX
TX,2020-01,2020-01TX
TX,2020-02,2020-02TX
TX,2020-03,2020-03TX
TX,2020-04,2020-04TX
TX,2020-05,2020-05TX
TX,2020-06,2020-06TX
TX,2020-07,2020-07TX
TX,2020-08,2020-08TX
TX,2020-09,2020-09TX
TX,2020-10,2020-10TX
TX,2020-11,2020-11TX
TX,2020-12,2020-12TX
TX,2021-01,2021-01TX
TX,2021-02,2021-02TX
TX,2021-03,2021-03TX
TX,2021-04,2021-04TX
TX,2021-05,2021-05TX
TX,2021-06,2021-06TX
TX,2021-07,2021-07TX
TX,2021-08,2021-08TX
TX,2021-09,2021-09TX
TX,2021-10,2021-10TX
TX,2021-11,2021-11TX
TX,2021-12,2021-12TX
TX,2022-01,2022-01TX
TX,2022-02,2022-02TX
TX,2022-03,2022-03TX
TX,2022-04,2022-04TX
TX,2022-05,2022-05TX
TX,2022-06,2022-06TX
TX,2022-07,2022-07TX
TX,2022-08,2022-08TX
TX,2022-09,2022-09TX
TX,2022-10,2022-10TX
TX,2022-11,2022-11TX
TX,2022-12,2022-12TX
TX,2023-01,2023-01TX
TX,2023-02,2023-02TX
TX,2023-03,2023-03TX
TX,2023-04,2023-04TX
TX,2023-05,2023-05TX
TX,2023-06,2023-06TX
UT,2018-12,2018-12UT
UT,2019-01,2019-01UT
UT,2019-02,2019-02UT
UT,2019-03,2019-03UT
UT,2019-04,2019-04UT
UT,2019-05,2019-05UT
UT,2019-06,2019-06UT
UT,2019-07,2019-07UT
UT,2019-08,2019-08UT
UT,2019-09,2019-09UT
UT,2019-10,2019-10UT
UT,2019-11,2019-11UT
UT,2019-12,2019-12UT
UT,2020-01,2020-01UT
UT,2020-02,2020-02UT
UT,2020-03,2020-03UT
UT,2020-04,2020-04UT
UT,2020-05,2020-05UT
UT,2020-06,2020-06UT
UT,2020-07,2020-07UT
UT,2020-08,2020-08UT
UT,2020-09,2020-09UT
UT,2020-10,2020-10UT
UT,2020-11,2020-11UT
UT,2020-12,2020-12UT
UT,2021-01,2021-01UT
UT,2021-02,2021-02UT
UT,2021-03,2021-03UT
UT,2021-04,2021-04UT
UT,2021-05,2021-05UT
UT,2021-06,2021-06UT
UT,2021-07,2021-07UT
UT,2021-08,2021-08UT
UT,2021-09,2021-09UT
UT,2021-10,2021-10UT
UT,2021-11,2021-11UT
UT,2021-12,2021-12UT
UT,2022-01,2022-01UT
UT,2022-02,2022-02UT
UT,2022-03,2022-03UT
UT,2022-04,2022-04UT
UT,2022-05,2022-05UT
UT,2022-06,2022-06UT
UT,2022-07,2022-07UT
UT,2022-08,2022-08UT
UT,2022-09,2022-09UT
UT,2022-10,2022-10UT
UT,2022-11,2022-11UT
UT,2022-12,2022-12UT
UT,2023-01,2023-01UT
UT,2023-02,2023-02UT
UT,2023-03,2023-03UT
UT,2023-04,2023-04UT
UT,2023-05,2023-05UT
UT,2023-06,2023-06UT
VA,2018-12,2018-12VA
VA,2019-01,2019-01VA
VA,2019-02,2019-02VA
VA,2019-03,2019-03VA
VA,2019-04,2019-04VA
VA,2019-05,2019-05VA
VA,2019-06,2019-06VA
VA,2019-07,2019-07VA
VA,2019-08,2019-08VA
VA,2019-09,2019-09VA
VA,2019-10,2019-10VA
VA,2019-11,2019-11VA
VA,2019-12,2019-12VA
VA,2020-01,2020-01VA
VA,2020-02,2020-02VA
VA,2020-03,2020-03VA
VA,2020-04,2020-04VA
VA,2020-05,2020-05VA
VA,2020-06,2020-06VA
VA,2020-07,2020-07VA
VA,2020-08,2020-08VA
VA,2020-09,2020-09VA
VA,2020-10,2020-10VA
VA,2020-11,2020-11VA
VA,2020-12,2020-12VA
VA,2021-01,2021-01VA
VA,2021-02,2021-02VA
VA,2021-03,2021-03VA
VA,2021-04,2021-04VA
VA,2021-05,2021-05VA
VA,2021-06,2021-06VA
VA,2021-07,2021-07VA
VA,2021-08,2021-08VA
VA,2021-09,2021-09VA
VA,2021-10,2021-10VA
VA,2021-11,2021-11VA
VA,2021-12,2021-12VA
VA,2022-01,2022-01VA
VA,2022-02,2022-02VA
VA,2022-03,2022-03VA
VA,2022-04,2022-04VA
VA,2022-05,2022-05VA
VA,2022-06,2022-06VA
VA,2022-07,2022-07VA
VA,2022-08,2022-08VA
VA,2022-09,2022-09VA
VA,2022-10,2022-10VA
VA,2022-11,2022-11VA
VA,2022-12,2022-12VA
VA,2023-01,2023-01VA
VA,2023-02,2023-02VA
VA,2023-03,2023-03VA
VA,2023-04,2023-04VA
VA,2023-05,2023-05VA
VA,2023-06,2023-06VA
VT,2018-12,2018-12VT
VT,2019-01,2019-01VT
VT,2019-02,2019-02VT
VT,2019-03,2019-03VT
VT,2019-04,2019-04VT
VT,2019-05,2019-05VT
VT,2019-06,2019-06VT
VT,2019-07,2019-07VT
VT,2019-08,2019-08VT
VT,2019-09,2019-09VT
VT,2019-10,2019-10VT
VT,2019-11,2019-11VT
VT,2019-12,2019-12VT
VT,2020-01,2020-01VT
VT,2020-02,2020-02VT
VT,2020-03,2020-03VT
VT,2020-04,2020-04VT
VT,2020-05,2020-05VT
VT,2020-06,2020-06VT
VT,2020-07,2020-07VT
VT,2020-08,2020-08VT
VT,2020-09,2020-09VT
VT,2020-10,2020-10VT
VT,2020-11,2020-11VT
VT,2020-12,2020-12VT
VT,2021-01,2021-01VT
VT,2021-02,2021-02VT
VT,2021-03,2021-03VT
VT,2021-04,2021-04VT
VT,2021-05,2021-05VT
VT,2021-06,2021-06VT
VT,2021-07,2021-07VT
VT,2021-08,2021-08VT
VT,2021-09,2021-09VT
VT,2021-10,2021-10VT
VT,2021-11,2021-11VT
VT,2021-12,2021-12VT
VT,2022-01,2022-01VT
VT,2022-02,2022-02VT
VT,2022-03,2022-03VT
VT,2022-04,2022-04VT
VT,2022-05,2022-05VT
VT,2022-06,2022-06VT
VT,2022-07,2022-07VT
VT,2022-08,2022-08VT
VT,2022-09,2022-09VT
VT,2022-10,2022-10VT
VT,2022-11,2022-11VT
VT,2022-12,2022-12VT
VT,2023-01,2023-01VT
VT,2023-02,2023-02VT
VT,2023-03,2023-03VT
VT,2023-04,2023-04VT
VT,2023-05,2023-05VT
VT,2023-06,2023-06VT
WA,2018-12,2018-12WA
WA,2019-01,2019-01WA
WA,2019-02,2019-02WA
WA,2019-03,2019-03WA
WA,2019-04,2019-04WA
WA,2019-05,2019-05WA
WA,2019-06,2019-06WA
WA,2019-07,2019-07WA
WA,2019-08,2019-08WA
WA,2019-09,2019-09WA
WA,2019-10,2019-10WA
WA,2019-11,2019-11WA
WA,2019-12,2019-12WA
WA,2020-01,2020-01WA
WA,2020-02,2020-02WA
WA,2020-03,2020-03WA
WA,2020-04,2020-04WA
WA,2020-05,2020-05WA
WA,2020-06,2020-06WA
WA,2020-07,2020-07WA
WA,2020-08,2020-08WA
WA,2020-09,2020-09WA
WA,2020-10,2020-10WA
WA,2020-11,2020-11WA
WA,2020-12,2020-12WA
WA,2021-01,2021-01WA
WA,2021-02,2021-02WA
WA,2021-03,2021-03WA
WA,2021-04,2021-04WA
WA,2021-05,2021-05WA
WA,2021-06,2021-06WA
WA,2021-07,2021-07WA
WA,2021-08,2021-08WA
WA,2021-09,2021-09WA
WA,2021-10,2021-10WA
WA,2021-11,2021-11WA
WA,2021-12,2021-12WA
WA,2022-01,2022-01WA
WA,2022-02,2022-02WA
WA,2022-03,2022-03WA
WA,2022-04,2022-04WA
WA,2022-05,2022-05WA
WA,2022-06,2022-06WA
WA,2022-07,2022-07WA
WA,2022-08,2022-08WA
WA,2022-09,2022-09WA
WA,2022-10,2022-10WA
WA,2022-11,2022-11WA
WA,2022-12,2022-12WA
WA,2023-01,2023-01WA
WA,2023-02,2023-02WA
WA,2023-03,2023-03WA
WA,2023-04,2023-04WA
WA,2023-05,2023-05WA
WA,2023-06,2023-06WA
WI,2018-12,2018-12WI
WI,2019-01,2019-01WI
WI,2019-02,2019-02WI
WI,2019-03,2019-03WI
WI,2019-04,2019-04WI
WI,2019-05,2019-05WI
WI,2019-06,2019-06WI
WI,2019-07,2019-07WI
WI,2019-08,2019-08WI
WI,2019-09,2019-09WI
WI,2019-10,2019-10WI
WI,2019-11,2019-11WI
WI,2019-12,2019-12WI
WI,2020-01,2020-01WI
WI,2020-02,2020-02WI
WI,2020-03,2020-03WI
WI,2020-04,2020-04WI
WI,2020-05,2020-05WI
WI,2020-06,2020-06WI
WI,2020-07,2020-07WI
WI,2020-08,2020-08WI
WI,2020-09,2020-09WI
WI,2020-10,2020-10WI
WI,2020-11,2020-11WI
WI,2020-12,2020-12WI
WI,2021-01,2021-01WI
WI,2021-02,2021-02WI
WI,2021-03,2021-03WI
WI,2021-04,2021-04WI
WI,2021-05,2021-05WI
WI,2021-06,2021-06WI
WI,2021-07,2021-07WI
WI,2021-08,2021-08WI
WI,2021-09,2021-09WI
WI,2021-10,2021-10WI
WI,2021-11,2021-11WI
WI,2021-12,2021-12WI
WI,2022-01,2022-01WI
WI,2022-02,2022-02WI
WI,2022-03,2022-03WI
WI,2022-04,2022-04WI
WI,2022-05,2022-05WI
WI,2022-06,2022-06WI
WI,2022-07,2022-07WI
WI,2022-08,2022-08WI
WI,2022-09,2022-09WI
WI,2022-10,2022-10WI
WI,2022-11,2022-11WI
WI,2022-12,2022-12WI
WI,2023-01,2023-01WI
WI,2023-02,2023-02WI
WI,2023-03,2023-03WI
WI,2023-04,2023-04WI
WI,2023-05,2023-05WI
WI,2023-06,2023-06WI
WV,2018-12,2018-12WV
WV,2019-01,2019-01WV
WV,2019-02,2019-02WV
WV,2019-03,2019-03WV
WV,2019-04,2019-04WV
WV,2019-05,2019-05WV
WV,2019-06,2019-06WV
WV,2019-07,2019-07WV
WV,2019-08,2019-08WV
WV,2019-09,2019-09WV
WV,2019-10,2019-10WV
WV,2019-11,2019-11WV
WV,2019-12,2019-12WV
WV,2020-01,2020-01WV
WV,2020-02,2020-02WV
WV,2020-03,2020-03WV
WV,2020-04,2020-04WV
WV,2020-05,2020-05WV
WV,2020-06,2020-06WV
WV,2020-07,2020-07WV
WV,2020-08,2020-08WV
WV,2020-09,2020-09WV
WV,2020-10,2020-10WV
WV,2020-11,2020-11WV
WV,2020-12,2020-12WV
WV,2021-01,2021-01WV
WV,2021-02,2021-02WV
WV,2021-03,2021-03WV
WV,2021-04,2021-04WV
WV,2021-05,2021-05WV
WV,2021-06,2021-06WV
WV,2021-07,2021-07WV
WV,2021-08,2021-08WV
WV,2021-09,2021-09WV
WV,2021-10,2021-10WV
WV,2021-11,2021-11WV
WV,2021-12,2021-12WV
WV,2022-01,2022-01WV
WV,2022-02,2022-02WV
WV,2022-03,2022-03WV
WV,2022-04,2022-04WV
WV,2022-05,2022-05WV
WV,2022-06,2022-06WV
WV,2022-07,2022-07WV
WV,2022-08,2022-08WV
WV,2022-09,2022-09WV
WV,2022-10,2022-10WV
WV,2022-11,2022-11WV
WV,2022-12,2022-12WV
WV,2023-01,2023-01WV
WV,2023-02,2023-02WV
WV,2023-03,2023-03WV
WV,2023-04,2023-04WV
WV,2023-05,2023-05WV
WV,2023-06,2023-06WV
WY,2018-12,2018-12WY
WY,2019-01,2019-01WY
WY,2019-02,2019-02WY
WY,2019-03,2019-03WY
WY,2019-04,2019-04WY
WY,2019-05,2019-05WY
WY,2019-06,2019-06WY
WY,2019-07,2019-07WY
WY,2019-08,2019-08WY
WY,2019-09,2019-09WY
WY,2019-10,2019-10WY
WY,2019-11,2019-11WY
WY,2019-12,2019-12WY
WY,2020-01,2020-01WY
WY,2020-02,2020-02WY
WY,2020-03,2020-03WY
WY,2020-04,2020-04WY
WY,2020-05,2020-05WY
WY,2020-06,2020-06WY
WY,2020-07,2020-07WY
WY,2020-08,2020-08WY
WY,2020-09,2020-09WY
WY,2020-10,2020-10WY
WY,2020-11,2020-11WY
WY,2020-12,2020-12WY
WY,2021-01,2021-01WY
WY,2021-02,2021-02WY
WY,2021-03,2021-03WY
WY,2021-04,2021-04WY
WY,2021-05,2021-05WY
WY,2021-06,2021-06WY
WY,2021-07,2021-07WY
WY,2021-08,2021-08WY
WY,2021-09,2021-09WY
WY,2021-10,2021-10WY
WY,2021-11,2021-11WY
WY,2021-12,2021-12WY
WY,2022-01,2022-01WY
WY,2022-02,2022-02WY
WY,2022-03,2022-03WY
WY,2022-04,2022-04WY
WY,2022-05,2022-05WY
WY,2022-06,2022-06WY
WY,2022-07,2022-07WY
WY,2022-08,2022-08WY
WY,2022-09,2022-09WY
WY,2022-10,2022-10WY
WY,2022-11,2022-11WY
WY,2022-12,2022-12WY
WY,2023-01,2023-01WY
WY,2023-02,2023-02WY
WY,2023-03,2023-03WY
WY,2023-04,2023-04WY
WY,2023-05,2023-05WY
WY,2023-06,2023-06WY
